SNo,Project Name,Scheme Name,PI Details
32,Social and Ecological Impact of Waste Management,"Centre for Global Health and Social Responsibility , University of Minnesota","Dr. Rishikesh Narayan , Assistant Professor, School of Chemical & Biological Sciences"
33,Control and Finite Element Analysis of Cahn-Hilliard-Navier-Stokes system,Science and Engineering Research Board,"Dr. Saumya Bajpai, Assistant Professor, School of Mathematics & Computer Science"
34,Mitigation of Green House gas with Electrical discharge based plasma catalysis approach utilizing industrial wastes,SERB-Power grant,"Dr.Apeksha Madhukar ,Assistant Professor, School of Electrical Sciences"
35,"""Designing of oxyhalides as energy storage and magnetic materials""",SERB-Power grant,"Dr. Jhuma Sannigrahi, Ramanujan Fellowship, School of Physical Sciences"
36,Capacity Building for Human Resource Development in Unmanned Aircraft System (Drone and related Technology),MeitY,"Chief Investigator: Prof. Bidyadhar Subudhi , Co-Chief Investigators : Dr. Sharad Sinha , Dr. Clint P. George and Dr. Dr. Neelakandan Rajamohan"
37,Development of coupled fluid-particle dynamics code for application in continuous air monitoring,DAE-Board of Research in Nuclear Sciences,"PI: Dr. Thaseem Thajudeen , Co-PI Dr. Rudra Narayan Roy , Assistant Professors, School of Mechanical Sciences"
38,Earth Abundant Metal Catalyzed cross-Dehydrogenative coupling for Sustainability Access to Electron-Rich Heterobiaryl class of Compounds,Science and Engineering Research Board,"Dr. Rishikesh Narayan, Assistant Professor, School of Mechanical Sciences"
39,Sonar Acquisition Resolution Improvement,CEFIPRA,"Dr. Sujit Kumar Sahoo, Assistant Professor, School of Mechanical Sciences"
40,"Characteristic Functions, Invariant Subspaces and Regular Factorizations",Science and Engineering Research Board,"Dr. Kalpesh J. Haria, Assistant Professor, School of Mathematics & Computer Science"
41,Deciding Closeness of Finite State Transducers,Science and Engineering Research Board,"Dr. Amaldev Manuel , Assistant Professor, School of Mathematics & Computer Science"
42,Non-commutative Poisson boundaries,Science and Engineering Research Board,"Dr. Sandipan De, Assistant Professor, School of Mathematics & Computer Science"
43,Photodynamic Therapy Using Graphene Quantum Dots,Science and Engineering Research Board,"Dr. Satyaprakash Ahirwar , Assistant Professor , School of Chemical & materials Sciences"
44,Direct combustion of metal fuels,Science and Engineering Research Board,"PI: Dr. Anirudha Dhananjay Ambekar, Co- PI: Dr. Thaseem Thajudeen"
45,Enhancing Robustness of Markov Processes,Science and Engineering Research Board,"Dr. Divya Padmanabhan , Assistant professor, School of Mathematics & Computer Science"
46,Insensitive high  nitrogen binders for energetic applications,Indian Space Research Organisation,"PI: Dr. Anirudha Dhananjay Ambekar, Co- PI: Dr. Raja Mitra and Dr. Rishikesh N."
47,Study and realization of low Vpi Mach-Zehnder for OOK/BPSK/QPSK modulation up to 20GHz,Indian Space Research Organisation,"Dr. Nandakumar Nambath , Assistant Professor, School of Electrical Sciences"
