SNo,Project Name,Scheme Name,PI Details
141.0,Investigations on Heavy-quark dynamics in hot magnetised and viscous QCD medium,SERB,Prof Vinod Chandra
142.0,"AMR flows: Antimicrobials and resistance from manufacturing flows to people - Joined up experiments, mathematical modeling and risk analysis",DBT,Prof Pranab Kumar Mohapatra
143.0,Optimizing plasmonic catalyst design for driving specific photocatalytic redox reactions,SERB,Prof Saumyakanti Khatua
144.0,Higgs Physics Beyond The Standard Model At The LHC,SERB,Prof Baradhwaj Coleppa
145.0,Number-theoretic analysis of certain transformations and an extension of the Ramanujan Master Theorem,SERB,Prof Atul Dixit
146.0,Viruses in Evolution and Disease,CISCO,Prof Sharmistha Majumdar
147.0,Overdetermined problems for extremal Pucci equations and related symmetry and Liouville type results,SERB,Prof Jagmohan Tyagi
148.0,Developing Directional Combination Rule for 6 -Component Seismic Excitations,SERB,Prof Dhiman Basu
149.0,Synthesis of Magnetic Catalyst Coated Microbubbles for Removal of Trace Pollutants,DST,Prof Sameer Dalvi
150.0,"From Single Molecules to Live Cells: In situ, Multiplexed, High-throughput Imaging with DNA-Nanotechnology",GUJCOST,Prof Dhiraj Bhatia
151.0,Development of a sliding bearing for earthquake protection of structures,DST,Prof Manish Kumar (CE)
152.0,UAV-based laser spectroscopic monitoring of greenhouse gas emissions in urban and rural India,RAE,Prof Arup Lal Chakraborty
153.0,Predator Prey Interactions: Chemical defense in Hemiptera: Pentatomidae bug (the gondhi bug) and its glandular secretions,DBT,Prof Dhiraj Bhatia
154.0,SmartWear for Monitoring and Treatment of Gait Disorders in Parkinsonism,DST,Prof Uttma Lahiri
155.0,Multi-phasic models of Solid-Electrolyte Interphases in Lithium batteries: Towards Exascale simulations,DST,Prof Raghavan Ranganathan
156.0,"Collective interaction effects in self-organization, (DST)",DST,Prof. Prasanna Venkatesh Balasubramanian
