SNo,Project Name,Scheme Name,PI Details
40,Propagation & Mitigation model of mixed road traffic noise for planning od mid- sized Indian Cities,MHRD-IMPRINT,Dr. Brind Kumar
41,Physical Layer Security for LTE based Wireless Networks to increase Jamming Margins,CRL- BEL,Dr. K.V. Srinivas
42,Neem seed based nanocapsules and nanomedicine for targeted drug delivery and cancer therapy,SERB,Dr. Pradip Paik
43,"Functional-hollow-porous-bipolymer based Nanoformulations and Interventions for treatment of Cancer and prevention of Tuberculosis, concept of nanomedicine with multiple drugs for multiple diseases.",DST,Dr. Pradip Paik
44,Incorporating Intelligence in Email System,BRNS,Dr. Ruchir Gupta
45,Studying few aspects of soil behaviour and In-corporation them in Limit Analysis,DST,Dr. Manash Chakraboratory
46,Design & Development of Combined Cooling and Power Generation system,CST-UP,Prof. S.K. Shukla
47,Smart & Integrated Pedestrian System Design,"MHRD, MoUD, GMR Airport Developers (Ltd), Vikram Solar Pvt. LTd (Uchchatar Avishkar Yojana)",Dr. Ankit Gupta
48,Flow and segregation of granular materials out of hoppers and two & three dimensional devices,CST-UP,Dr. Vishal Mishra
49,Electronic Structure evolution across quantum critical point in Li(Ti1-xVx)2O4 Li1-x Znx)V2O4,SERB,Dr. Swapnil Patil
50,Robust Adaptive Mesh Methods for Singularly Perturbed Problems in Ordinary and Partial Differential Equations,SERB,Dr. Sunil Kumar
51,Development of low cost sodium ion battery: Fabrication and application of NASICON based electrodes,DST,Prof. Rajiv Prakash
52,Collection of self-propelled particles in inhomogeneous environment : numerical & analytical Studies,SERB,Dr. Shradha Mishra
53,Understanding the mechanism of action through cell biology and upgradation of herbal drug in solution and biodegradable patch for the treatment of diabetic foot ulcer,BIRAC,Prof. Pralay Maiti
54,In situ electron microscopy at atomic scale for understanding nucleation growth and interfaces of omega phase,SERB,Dr. JoysuryaBasu
55,Elastocaloric effect measurement setup to study caloric effect in shape memory alloys,UGC-DAE,Dr. Sanjay Singh
56,The sun under the microscope – An integrated research activity to maximize the science return from a new generation of missions to study the sun,UGC,Abhishek srivastav
57,Schwarz waveform relaxation methods for singularly Perturbed Parabolic Problems,SERB,Dr. Sunil Kumar
58,Pharmacology of Natural drugs in obesity and eating disorders,Natreon Inc.,Dr. Sairam Krishnamurthy
59,Novel Electrode Materials for Reversible alkali –ion (Li+/Na+) capacitors and Pseudocapacitors,SERB,Dr. Preetam Singh
60,Mix energy Source Electric Vehicle Charging System Design and its Impact on Indian Smart –distribution - grid,DST,Dr. R.K.Singh
61,Meter Scale Granite block Smectic clay barriers experiment and associated TMH modelling for Indian Pit mode reference geological Disposal System,BRNS,Dr. A.K. Verma
62,Development and validation of coupled Themo-Hydro-Mechanical (THM) models for radioactive waste repositories in fractured rocks,DST- INSPIRE,Dr. A.K. Verma
63,Development of anticorrosive paints,Harind Chem. & Pharmaceutics Pvt. Ltd.,Prof. Pralay Maiti
64,Dissecting brain reward circuitry and CNS comorbidities in chronic neuropathic pain,SERB-ECRA,Dr. Vinod Tiwari
65,Detailed lecture based curriculum development for science subjects as part of Induction Programme in AICTE COLLEGES,AICTE,Dr. Indrajit Sinha
66,"Landslide stability analysis in subzero environment around Kinnaur district of Himachal Pradesh, India",DST,Dr. A.K. Verma
67,A Robust medical image forensics system for smart healthcare,SERB,Dr. Tanima Dutta
68,Mott transistors based Neuromorphic memory device,DST,Dr. Shrawan Kumar Mishra
69,Minimizing hysteresis in magnetic shape memory Heusler alloys for reversible magnetocaloric effect,SERB,Dr. Sanjay Singh
70,Investigation on dynamic response analysis of shallow foundation resting on pond ash deposits,SERB- ECRA,Dr. Supriya Mohanty
71,Phytochemical and pharmacological evaluations of bioactivity guided fractions of medicinal plants of Tripura,DBT,Dr. A.N. Sahu
72,Development of an intelligent evaporative cooler for composite climate,DST,Dr. Jahar Sarkar
73,Targeted drug delivery of methotrexate/gallic acid- folate conjugated Poly L-Lysine nanoparticles,DBT,Dr. Abha Mishra
74,Modeling self assembly and phase seperation kinetics in the complex soft materials,SERB,Dr. Awaneesh Kumar Singh
75,Ramanujan Fellowship,SERB,Dr. Bidya Binay Karak
76,Design Modelling and simulation of linear Induction Drive for Propulsion Applications,"CARS, DRDO",Prof. R.K.Srivastava
77,Low cost ammonia gas sensor based on polymer/polymer nanocomposite device formed by novel floating film transfer (FTM) technique,IMPRINT- SERB,Prof. Rajiv Prakash
78,Metal hexacyanoferrate modified screen printed electrodes for the removal of radio nuclides,DRDO,Prof. P.C. Pandey
79,Development and assessment of asphalt mastic from typical Indian and Austrian filler materials with a new test method,DST,Dr. Ankit Gupta
80,Nanoscale interfacial magnetic skyrmions and its applications in memory devices,DST,Dr. Shrawan Kumar Mishra
81,Study and analysis of Mathematical Models of Moving Boundary Problems,SERB,Dr. Rajeev
82,Development of Ti alloy based composites by mechanical alloying and stirrer casting route for dental applications,SERB,Dr. Rakesh kumar Gautam
83,Development of High Alumina(Al2O3) & DOPED High Alumina materials for Ceramic Catridge Applications,Yantransh Auto Pvt. Ltd,Dr. Santanu Das
84,River Aquifer exchanges & hydrogeological study for watershed management of betwa river basin,NRDMS,Dr. Shishir Gaur
85,Photonic radative cooler for passive sub-ambient cooling,SERB- IMPRINT,Dr. Jahar Sarkar
86,Investigations of new lead free perovskite materials for solar cells,SERB,Prof. Prabhakar Singh
87,Applications of Spectral graph theory in analyzing the structural properties of large scale networks,SERB,Dr. Lavanya Silveganeshan
88,Controlled synthesis of MoO3 nanoparticles inside mesoporous materials for oxidative dehydrogenation of organic molecules with CO2,SERB,Dr. Vijay Maruti Shinde
89,Construction of Non-monotonic Lyapunov Function for the Dynamical Systems governed by differential inclusions,SERB,Dr. Shyam Kamal
90,"RKVY-RAFTAAR, Agribusiness Incubators (R-ABI) under RKVY-RAFTAAR Scheme",DACFW,Prof. P.K.Mishra
91,Direct cooling of the Silicon Photovoltaic Module Enabled by an Array of Micro channel built in the backside EVA -Layer,SERB,Dr. Ravi Prakash Jaiswal
92,Approximation methods for problems in fractional calculus of variations,SERB,Dr. Rajesh Kr. Pandey
93,Table Top Sem for CIF  (One Time Support Grant),Advanced Materials Pvt. LTd,Prof. Rajiv Prakash
94,NRDC Innovation Facilitation Centre,National Research Development Centre,Prof. Rajiv Prakash
95,Chemical modification of Gaur Gum to improve its properties,Hindustan Gum Pvt. Ltd,Prof. Pralay Maiti
96,"Design and development of Micro Seismic based technique for monitoring and prediction of slope failure in Pandoh, Himachal Pradesh, India",SERB,Dr. A.K. Verma
97,Virtual synchronous generator for microgrid applications,SERB,Dr. N.Krishna Swami Naidu
98,Whole body Vibration Exposure on HEMM Operators in Surface Coal Mines – An Assessment of Various Contributing Factors,SERB,Dr. S.K. Palei
99,"Removal of Benzene, Toluene, Ethylbenzene and Xylene (BTEX) using Adsorption and Bioremediation",SPARC-MHRD,Dr. RS Singh
100,Harnessing the synergy of low band gap organic semiconductor and highly facile floating film transfer methods for low cost efficient organic electronic devices,SPARC-MHRD,Prof. Rajiv Prakash
101,Strategies towards generation of functional tissue engineered construct for orthopaedic application,SPARC-MHRD,Prof. Pradip Srivastav
102,"National Geotechnical Conclave on “Development of Early warning system (EAWS) for Landslide Hazard Mitigation on 21-22 March, 2019",DST,Dr. A.K. Verma
103,Role of short range ordering in designing high entropy alloys,SERB,Dr. Vikash Jindal
104,Natural Template Based Novel Neuroprotective Molecules for the management of Alzheimer’s Disease,SERB- CRG,Dr. G.P. Modi
105,Cyclic thermochemical fuel generation,SERB,Dr. Randhir Singh
106,Design and Development of Affordable Myoelectric Prosthetic Hand,SERB-CRG,Dr. Shiru Sharma
107,Aging studies and estimation of thermal properties of Liner Materials,DRDO,Prof. Pralay Maiti
108,Development of complex Aluminium Shell Part High pressure die-casting,DRDL Hyderabad,Prof. Santosh Kumar
109,Assessing the Suitability of warm mix asphalt (WMA) Technology Using Tribological and Performance Characteristics,"SERB, ECRA",Dr. Nikhil Saboo
110,Output feed back controller design for linear parameter varying systems,SERB,Dr. Sandip Ghosh
111,Modelling & simulation of ultra-high temperature coating on substrate using CVD/CVI Process,DRDO,Dr. Vijay Maruti Shinde
112,Pharmacological evaluation of anti-diabetic effects of some natural drugs,DRDO,Dr. Sairam Krishnamurthy
113,How Beclin 1 mediates cross-talk between apoptosis and autophagy via ITS C-Terminal Fragment?,CSIR,Prof. Vikash Kumar Dubey
114,Development of novel near infrared fluroscence imaging probes for detecting amyloid beta species in eyes of Alzheimer’s disease animal model,ICMR,Dr. Gyan Prakash Modi
115,Development of magnetically recyclable visible light photocatalysts for H2O2 Production,BRNS,Dr. Indrajit Sinha
116,Impact of Carbon Nanomaterial based Photocatalyst on Microalgae Growth and Lipid for improved Biodiesel,DBT,Prof. Rajiv Prakash
117,"Electromagnetic Analysis, Design and Simulation of Dual Frequency (S- and C-band ) Relativistic Backward wave Oscillator – A HPM Source",DRDO,Dr. M. Thottappan
118,Development of high strength ceramic magnet for rotating machine applications,SERB-IMPRINT,Dr. Pradip Roy
119,Rheophysics of semi-rigid road building materials and optimization of their composites for the perception of heavy transport load,DST,Dr. Nikhil Saboo now Dr. Ankit Gupta
120,Development of a unified physical model for hot deformation and creep to support the development of high temperature materials,DST,Dr. Suryadeo Yadav
121,Detailed study on the effect of mining as well as Thermal Power Stations on Natural water bodies in Singrauli Region and Recommendation Thereof,NCL,Prof PK Mishra
122,Optimization Of capacity utilization of draglines deployed in NCL through Big data Analytics,NCL,Prof. Suprakash Gupta
123,Study for impact assessment of back filling of fly ash in abandoned gorbi mine and treatment/management of acidic water to avoid contamination of ground water and soil,NCL,Prof. Aarif Jamal
124,Contribution of Neighbouring Industries over the air quality of mining area,NCL,Prof. Aarif Jamal
125,Evaluation of ground behaviour in open cart and underground excavations using TDR,NCL,Prof. Sanjay Kuamr Sharma
126,Development of transition metal based nanocatalysts for bioinspired water oxidation,CSIR,Dr. Arindam Indra
127,Stability Evaluation of dump slopes & developing slope stability model for design of Long Term Stable Dump Slopes through proper benching & vegetation : Part A,NCL,Dr. Rajesh Rai
128,Developing Superior Nobel Metal free Oxygen Evolution Catalyst for Electrochemical Water oxidation and Metal -Air Battery,SERB,Dr. Asha Gupta
129,Stability Evaluation of Dump Slopes and Developing Slope Stability Models for Design of Long Term Stable Sump Slopes through Proper Benching and Vegetation – Part B,NCL,Dr. G.S.P. Singh
130,Promoting water Oxidation Reaction with Electrochemically Synthesized ultrathin Layered double Hydroxide Nanosheets,SERB,Dr. Arindam Indra
131,Novel Milk Exosomes for the combination therapy by using selected natural medicine (Paclitaxel & Colchicine) for the efficient management of breast cancer,SERB,Dr. Ashish kumar Agrawal
132,Prospects of power converters for integration of electric vehicle charging stations with the existing distribution system in India,SPARC - MHRD,Dr. Santosh kumar singh
133,Targeting kinesins Mediated regulation of nociceptors for the Treatment of Neuropathic Pain,SPARC - MHRD,Dr. Vinod Tiwari
134,Safer Roads: Development of Mix Design Methodology for OGFC Mixes,CST-UP,Dr. Nikhil Saboo now Dr. Ankit Gupta
135,Development of Simulation Software for Spintronic Device & Circuit Simulation,SERB,Dr. Shivam Verma
136,Life cycle and performance of Waste Plastic roads,NRIDA,Dr. Nikhil Saboo
137,Life Cycle and performance assessment of cold mix roads,NRIDA,Dr. Nikhil Saboo now Dr. Abhisek Mudgal
138,"Weaer corrosion and biocompatibility of Tantalum (Ta) coated 316 L, Stainless steel fort Orthopaedic Applications",SERB,Dr. CK Behera
139,Slope stability monitoring and analysis using hyperspectral imaging,SERB,Dr. Tarun Verma
140,Tuning self assembly of fluorescent Protein Nanodots for Melanoma Skin Cancer,SERB,Dr. Avanish Singh Parmar
141,Understanding the engineering behaviour of unsaturated geomaterials and implementing it in limit analysis for solving geotechnical problems,SERB,Dr. Manash Chakraborty
142,Bioluminescence based monitoring of tumour progression and treatment by apoptotic pathway,DBT,Dr. Deepak Kumar
143,Development of Functionally Graded Armour Composites (FGACs) Materials,DRDO,Dr. Vikas Jindal
144,Regional characterization of atmosphericx aerosols at Varanasi Region,ISRO,Dr. RS Singh
145,Development of ORC technology for waste heat utilization for the generation of electricity,BRNS,Dr. Jahar Sarkar
146,Assessment of Structural Vulnerability through Characterisation of Tornado for a NPP Site,BRNS,Dr. Arnab Sarkar
147,Research & Experiment in the area of advanced data structures and methodologies to represent and process large terrain datasets for efficient rendering,DRDO,Prof Rajiv Srivastav
148,On understanding the solar activity and preparing for space weather prediction using a state of the art dynamo model,ISRO,Dr. Bidya Binay Karak
149,Metal Nanostructure assisted plasmonic hot electron induced phase transformation in 2D- Transition metal di- chacogenides for hydrogen evolution reaction,STARS -MHRD,Dr. Santanu Das
150,Synthesis and evaluation of diverse N- functionalized heterocyclic hybrids as multi target directed ligands for neuroprotective neurorestorative therapies,MHRD STARS,Dr. Senthil raja
151,"Development of high performance, CMOS compatible and color selective narrow-bandphotodetector for high resolution imaging application",SERB,Dr. Bhola nath Pal
152,Design development and characterization of Low loss frequency selective metamaterial waveguide coupler and antenna for 5 G Applications,SERB,Dr. Smrity Dwivedi
153,Mechanical behaviour of advanced high strength steel processed by additive manufacturing,SERB,Dr. NC Santhi Srinivas
154,"Tunable surface plasmon optical sensing behaviour of M-MoS2 (M=Cu, Ag, Au) Alloy Nanostructures",SERB,Dr. Bratindranath Mukherjee
155,Creep and corrosion behaviour of Novel MRI2300 Magnesium Alloy with Nanoparticles Addition,CSIR,Dr. AK Mondal
156,Development of low cost ß-Ti alloy for biomedical applications,SERB,Dr. Kaushik Chattopadhyay
157,In -situ microscopy study of age hardeining in dispersion strengthened cast magnesium alloys and its ex-situ correlation with mechanical properties,SERB,Dr. Ashok Kumar Mondal
158,High performance rare earth free nanocomposites permanent magnet for advanced motor and alternative energy applications,SERB,Dr. N.K. Prasad
159,Pathology on a Spinning Disc,MHRD - STARS,Dr. Arnab Sarkar
160,Design and development of a Membrane reformer protype for production of ultra pure hydrogen from methanol for fuel cell based vehicle and power generators,DST,Dr. RK Upadhyaya
161,Development of text based matching algorithms for bartering software,ASCONSOFTECH,Dr. Sukomal Pal
162,Design and analysis of linear induction motor drive for electromagnetic aircraft launching system,DRDO,Dr. RK Srivastav
163,Intelligent system for computer assisted diagnosis (CAD) OF CANINE MAMMARY TUMORS,DBT,Prof Sanjay Kumar Singh
164,Strategic Planning for Water Resources and Implementation of Novel Biotechnical Treatment Solutions and Good Practices (SPRING),DBT,Prof. Prabhat Kumar Singh
165,Re-purposing of approved drugs from Drug Bank database for possible treatment for COVID-19 by targeting SARS-CoV-2 main purpose,SERB,Prof. Vikash Kumar Dubey
166,Development of High Te Lead Free Piezoelectric Materials for Energy Harvesting,SERB,Dr. Akhilesh Kumar Singh
167,3 D Bio Steeolithography for Engineering functional Tissues,SERB,Prof. Pralay Maiti
168,Development of guidelines for use of waste reclaimed water in pavement construction,Ministry of Road Transport & Highway,Dr. Ankit Gupta
169,Investigation of Structural phase transformation in HfO2 thin films using X-ray absorption spectroscopy,CRS,Dr. Chandana Rath
170,Development of Performance based mix design process: A re-look at the Marshall Mix design process for the production of strong and durable,NHAI,Dr. Nikhil Saboo now Dr. Ankit Gupta
171,Multiple reversals of the Sun's polar- field and their physical causes,DBT,Dr. Bidya Binay Karak
172,Biodegradable path for faster wound healing including diabetic ulcers using ayurvedic medicine,DBT,Prof. Pralay Maiti
173,"Forewarning System for Landslide Prediction along Mangan and Chungthang road, Sikkim India",DST,Dr. A.K. Verma
174,Integrative Environment View (IEV) for Sustainable Hyper Local Temporal & Spatial Environmental Pollution Monitoring : Case of Air Quality in Varanasi City,Google Asia Pacific Ptv. Ltd,"Dr. Puneet Kumar Bindlish & Dr. N.S. Rajput, Dr. Abhishek Mudgal, Dr. Amit Verma"
175,"Design, Synthesis and Biological evaluation of O- and C- derivatives of Phenylethanoid Glycosides as a Multi-targeting Neuroprotective disease modifying agents for AlZheimer's Disease",SERB,Dr. Jeyakumar Kandasamy  Went to Pondicherry University
176,AMWATCH: Defining the AMR Burden of Antimicorbial Manufacturing Waste in Puducherry and Chennai,DBT,Dr. M.S. Muthu
177,Multilingual document summarization in quasi stationary environment,DRDO,Dr. A.K. Singh
178,Investigation of two dimensional transition metal dichalogenides Nanostructure as Effective SERS Substrate,SERB,Dr. Ashish Kumar Mishra
179,Development of Novel Therapeutics for the Redemption from Frostbite and Burn Injury induced Chronic Pain in Military Veterans,SERB,Dr. Vinod Tiwari
180,Stability of Nanostructure and Residual Stress Developed through Ultrasonic Shot Peening in Superalloy IN718 at Elevated Temp.,DRDO,Dr. Kaushik Chattopadhyay
181,Scattering assisted imaging: Exploiting randomness of the light.,SERB,Dr. R.K. Singh
182,Study of Polarmetric parameters from laser speckle,CSIR,Dr. R.K. Singh
183,Development of bi-functional electrochemical nanobiosensors for bacterial exotoxin detection: Implication towards screening of toxin producing bacterial isolates,SERB,Dr. Pranjal Chandra
184,Novel integrated engineering approach for effective tar decomposition and its last minutes removal to fuel gas reforming in biomass pyro-grasification,SERB,Prof. M.K. Mondal
185,"Developing Psyllium Husk Based Polysaccharide Hydrogel into Electrospinable and 3D Printable Materials : Towards Fabrication and Comparative Evaluation of Lyophilized, Electrospun and 3D Bioplotted Scaffolds for Liver Tissue Engineering",SERB,DR. Sanjeev Kumar Mahto
186,Resource-optimized fog computing for smart healthcare application in IoT-enable heterogeneous networks,SERB,Dr. Ajay Pratap
187,Noble multimetallics/ZnO photocatalyst for hydrogen production from green sources,NPIU,Dr. Indrajit Sinha
188,Impact of a microspray on a bio-mimicking surface,SERB,Dr. Binita Pathak
189,Effect of Jet Pulsation on Reacting Jet in Crossflow,SERB,Dr. Anubhav Sinha
190,Development of nanoink for anti-counterfeit products and solution,Industry Kantas Track Pack India Ltd.,Prof. Rajiv Prakash nor Dr. Chandana Rath w.e.f. 21.09.22
191,Factor affecting exhaust emissions of motorized two wheeler in an Indian Tier-II city: A case study of Varanasi,SERB,Dr. Abhisek Mudgal
192,Existence and Stability analysis of periodic solution of variable time implusive neural network,SERB,Prof. Subir Das
193,Validation of Glutathione synthetase from Leishmania donovani as new drug target or discovery of new drug candidate,ICMR,Prof. Vikash Kumar Dubey
194,Assessment of Vulnerability of structures in Regard to Cyclonic Wind loads,Bureau of Indian Standards,Dr. Arnab Sarkar
195,Life Line Security & System,Life Line Security & System,Prof. Rajiv Prakash now Dr. Akhilesh Kumar Singh w.e.f. 21.09.22
196,Spatially resolved digital holography polarization microscope for diagnosis applications,DBT,Dr. Rakesh Kumar Singh
197,Developing Improved Algorithms for Intelligent Video Surveillance,SERB,Dr. Pratik Chattopadhyay
198,Automatic Map Generation from High Resolution Images Applying Deep Learning Techniques,SERB,Dr. Anurag Ohri
199,Development of a standalone solar electric drive system for boats,Ornate Agencies Pvt. Ltd.,Dr. Sandip Ghosh
200,Prototype development of fuel cell and photovoltaic based innovative hybrid DC power pack for remote application,SERB,Dr. Kalpana Chaudhary
201,Portable smart in vitro diagnostic platform for monitoring thyroid disorders,CST-UP,Dr. Sanjeev Kumar Mahto & Dr. Manoj Kumar
202,Investigation risk factors and predicting complications in COVID-19 patients with Machine Learning Algorithms,ICSSR,Dr. Prasenjit Chanak
203,Analysis and design of sub-millimetre wave tuneable gyrotron for DNP- NMR Spectroscopy application,SERB,Dr. M. Thottappan
204,Improvement of delamination fracture toughness in nao-graphene particles reinforced polymer composite laminates: An experimental- numerical approach,SERB,Dr. Rosalin Sahoo
205,Fabrication of Cathode materials and SOFC for energy application,UPCST,Prof. Prabhakar Singh
206,Development of Cyber Resilient Protection scheme for AC Microgrid,SERB,Dr. S.R. Mohanty
207,Study the BioCNG production potential of different feedstocks,TransBharat Biofuel Pvt. Ltd.,Dr. J.P. Chakraborty
208,Design of Protective Barrier Pillar Against Large Water Head in Underground Coal Mines,CMPDI,Prof. G.S.P. Singh
209,Experimental and Numerical Investigation on Strength Behaviour of FRP Retrofitted Beam,Dhirendra Group of Company,Dr. Pratibha Ranjan Maiti
210,A System for Quality Control and Certification of Geospatial Data for NSDI,DST,Dr. Anurag Ohri
211,Development of photoactivated transfer hydrogenration in catalysis for heat generation cancer transfer,DST,Dr. Samya Banerjee
212,Surface charge induced antibacterial and cellular response of Hydroxyapatite-preovskite composites for orthopaedic implant application,UPCST,Dr. Ashutosh Kumar Dubey
213,Characterization of indigenous cow’s dung and urine for scientific advancement and development of utility items,DST - SUPRA,Dr. Abhishek Suresh Dhoble
214,Tailoring correlations of light using plasmonic and nano structure,BRNS,Dr. Rakesh Kumar Singh
215,Emergent phases in 2D quantum materials and Heterostructures,DST,Dr. Joysurya Basu
216,Defence analyses of Compound Semi-Conductor Wafer,Advanced Materials Pvt. Ltd,Dr. Chandan Upadhyay & Prof. Rajiv Prakash
217,Seasonal study on photocatalysis experiments in India environment,"IAA-RIF-2020 Grant Project, Swansea University, U.K.",Dr. Santanu Das
218,"Design, development and demonstration of solar-IV integrated on board and off board electric rickshaw charging Infrastructure",DST,Dr. V.N. Lal
219,Indo- South korea Joint Network Centre for Environmental Cyber Physical Systems,DST- Bilateral Project,Dr. Sanjeev Sharma
220,Development of Nitride Ceramics thin-film for soft x-ray applications,UGC-DAE,Dr. Santanu Das
221,"Demonstrable Prototype of IoT enable DC/AC smart grid at Library Building, IIT(BHU), Varanasi with solar photovoltaic Integration","I-DAPT, IIT(BHU)",Dr. Rajeev Kr Singh
222,Data-driven battery sizing for standalone solar electric drive system for river boats,"I-DAPT, IIT(BHU)",Dr. Sandip Ghosh
223,Integrated computational and experimental studies to potential therapy of kala-azar targeting Dephosphocoenzyme A Kinase (LdDPCK) of the pathogen as a target,"I-DAPT, IIT(BHU)",Prof. Vikash Kumar Dubey
224,Prediction of Dose- Volume Histograms of Organs-at-risk in Prostate Cancer Radiation Therapy using Machine Learning,"I-DAPT, IIT(BHU)",Dr. Arnab Sarkar
225,Development of a scalable volatile organic compound (VOC) sensing based intelligent cyber physical system for near real-time vehicular pollution monitoring and recommendation for reduced emissions,"I-DAPT, IIT(BHU)",Dr. N. S. Rajput
226,Development of Optical Fibre Cable Coloring Machine,DST,Dr. Debashish Khan
227,"Art, science and technology of traditional ""Koftgari"" metal work in India","INSA, New Delhi",Dr. K.K. Singh
228,Bioengineering of living materials to fabricate functionalized bacterial nanocellulose for high performance applications,DBT,Dr. Prodyut Dhar
229,Analytical study of sansad adarsh gram yojana of Jayapur and Nagapur in Varanasi District,Mahatma Gandhi National Council of Rural Education,Dr. Manhar Charan
230,Study on effect of temperature and mean stress on fatigue strength of turbine aerofoil alloy,"CARS, DRDO",Dr. G.S. Mahobia
231,Development of perovskite oxides SrCeO3 and SrCeO4 as high temperature thermal barrier coating (TBC) material for aerospace application,DRDO,Dr. Shail Upadhyay
232,Development of Friction Stir Welding for repair work of high temperature materials like EN-24 steel,"NCL, Singrauli",Dr. Mohd Zaheer Khan Yusufzai
233,Development of advanced nanocrystalline coatings and LASER cladding system for repair work related to HEMMS and other structural components,"NCL, Singrauli",Dr. Meghanshu Vahista
234,"Design, Function, and Utilization of Multifunctional Surface Coatings for Next-Generation Lithiumion Batteries",SERB,Dr. Rosy
235,Crystal Engineering of Dapagliflozin to improve its pharmaceutical properties,SERB,Dr. Dinesh Kumar
236,Discovery of novel selective inhibitors of choline acetyltransferase : Lead optimization and in vivo pharmacolinectic studies,SERB,Dr. Rajnish
